0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.357, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.346, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.336, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.325, 0.000, 0.000, 0.000, 0, 0, 0.000, 2296, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.314, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.304, 0.000, 0.000, 0.000, 0, 0, 0.000, 2311, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.293, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.282, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.271, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.260, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.250, 0.000, 0.000, 0.000, 0, 0, 0.000, 2296, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.239, 0.000, 0.000, 0.000, 0, 0, 0.000, 2296, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.228, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.217, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.206, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.195, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.184, 0.000, 0.000, 0.000, 0, 0, 0.000, 2298, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.173, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.163, 0.000, 0.000, 0.000, 0, 0, 0.000, 2298, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.152, 0.000, 0.000, 0.000, 0, 0, 0.000, 2299, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.141, 0.000, 0.000, 0.000, 0, 0, 0.000, 2297, 0, 0, 0
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.131, 0.000, 0.000, 0.000, 0, 0, 0.000, 2298, 0, 0, 0
